2026-05-24 19:46:03 | ALERT: Suspicious Traffic | Source IP: 151.101.38.172 | Destination Port: 1205
2026-05-27 12:10:39 | ALERT | Attack Type: None | IP: 52.105.231.39 | Port: 4733 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
2026-05-27 12:12:54 | ALERT | Attack Type: None | IP: 40.79.197.35 | Port: 4136 | Threat: MEDIUM | Japan, Tokyo, Microsoft Corporation
2026-05-27 12:12:58 | ALERT | Attack Type: None | IP: 20.189.173.5 | Port: 13091 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-27 12:13:15 | ALERT | Attack Type: None | IP: 20.42.73.26 | Port: 9508 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-27 12:13:19 | ALERT | Attack Type: None | IP: 20.189.173.10 | Port: 9511 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-27 12:15:41 | ALERT | Attack Type: PORT SCANNING | IP: 91.108.23.100 | Port: 12912 | Threat: HIGH | Netherlands, Amsterdam, Telegram CDN Network
2026-05-27 12:59:40 | ALERT | Attack Type: None | IP: 192.168.1.5 | Port: 443 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-27 12:59:42 | ALERT | Attack Type: None | IP: 172.188.155.25 | Port: 3122 | Threat: MEDIUM | Singapore, Singapore, Microsoft
2026-05-27 12:59:47 | ALERT | Attack Type: None | IP: 13.107.137.11 | Port: 4968 | Threat: MEDIUM | United States, Redmond, Microsoft Corporation
2026-05-27 12:59:49 | ALERT | Attack Type: None | IP: 52.105.231.39 | Port: 4971 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
2026-05-27 12:59:56 | ALERT | Attack Type: None | IP: 149.154.166.110 | Port: 14041 | Threat: MEDIUM | Netherlands, Amsterdam, Telegram Messenger Amsterdam Network
2026-05-27 13:00:58 | ALERT | Attack Type: None | IP: 91.108.56.126 | Port: 12923 | Threat: MEDIUM | The Netherlands, Amsterdam, Telegram Messenger Network
2026-05-27 13:01:00 | ALERT | Attack Type: None | IP: 91.108.23.100 | Port: 1601 | Threat: MEDIUM | Netherlands, Amsterdam, Telegram CDN Network
2026-05-27 13:01:19 | ALERT | Attack Type: None | IP: 20.189.173.7 | Port: 13659 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-27 13:01:38 | ALERT | Attack Type: None | IP: 13.89.179.13 | Port: 13664 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-27 13:02:09 | ALERT | Attack Type: None | IP: 135.233.45.222 | Port: 13668 | Threat: MEDIUM | United States, Des Moines, MICROSOFT
2026-05-27 13:03:56 | ALERT | Attack Type: None | IP: 13.89.178.27 | Port: 6648 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-27 13:04:03 | ALERT | Attack Type: None | IP: 20.50.201.195 | Port: 6656 | Threat: MEDIUM | Netherlands, Amsterdam, Microsoft Corporation
2026-05-27 13:04:20 | ALERT | Attack Type: None | IP: 13.89.179.8 | Port: 6660 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-27 13:05:05 | ALERT | Attack Type: None | IP: 192.168.1.5 | Port: 443 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-27 13:05:07 | ALERT | Attack Type: None | IP: 172.188.155.25 | Port: 1539 | Threat: MEDIUM | Singapore, Singapore, Microsoft
2026-05-27 13:05:09 | ALERT | Attack Type: None | IP: 40.126.17.132 | Port: 4757 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-27 13:05:14 | ALERT | Attack Type: DOS / TRAFFIC FLOOD | IP: 13.107.137.11 | Port: 6654 | Threat: CRITICAL | United States, Redmond, Microsoft Corporation
2026-05-27 13:05:32 | ALERT | Attack Type: None | IP: 52.105.231.39 | Port: 9002 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
2026-05-27 13:06:51 | ALERT | Attack Type: None | IP: 20.189.173.7 | Port: 10661 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-27 13:06:52 | ALERT | Attack Type: None | IP: 13.89.179.8 | Port: 10662 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-27 13:08:56 | ALERT | Attack Type: None | IP: 104.114.67.71 | Port: 2827 | Threat: MEDIUM | India, Bengaluru, Akamai Technologies, Inc.
2026-05-27 13:08:59 | ALERT | Attack Type: None | IP: 20.189.173.11 | Port: 1087 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-27 13:09:36 | ALERT | Attack Type: None | IP: 13.107.5.93 | Port: 1096 | Threat: MEDIUM | United States, Cleveland, Microsoft Corporation
2026-05-27 13:12:28 | ALERT | Attack Type: None | IP: 13.89.178.27 | Port: 11552 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-27 13:13:25 | ALERT | Attack Type: None | IP: 91.108.56.126 | Port: 12923 | Threat: MEDIUM | The Netherlands, Amsterdam, Telegram Messenger Network
2026-05-27 13:13:32 | ALERT | Attack Type: None | IP: 149.154.166.110 | Port: 5598 | Threat: MEDIUM | Netherlands, Amsterdam, Telegram Messenger Amsterdam Network
2026-05-27 13:13:37 | ALERT | Attack Type: None | IP: 104.208.16.90 | Port: 5601 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-27 13:13:39 | ALERT | Attack Type: None | IP: 20.189.173.6 | Port: 5603 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-27 13:13:47 | ALERT | Attack Type: None | IP: 34.201.247.42 | Port: 8874 | Threat: MEDIUM | United States, Ashburn, Amazon.com, Inc.
2026-05-27 13:13:51 | ALERT | Attack Type: None | IP: 172.217.24.194 | Port: 64995 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-27 13:14:10 | ALERT | Attack Type: None | IP: 52.77.178.185 | Port: 2914 | Threat: MEDIUM | Singapore, Singapore, Amazon.com, Inc.
2026-05-27 13:14:13 | ALERT | Attack Type: None | IP: 108.159.10.207 | Port: 12027 | Threat: MEDIUM | Singapore, Singapore, Amazon.com, Inc.
2026-05-27 13:14:16 | ALERT | Attack Type: None | IP: 108.158.251.20 | Port: 3910 | Threat: MEDIUM | Singapore, Singapore, Amazon.com, Inc.
2026-05-27 13:14:19 | ALERT | Attack Type: None | IP: 3.108.182.127 | Port: 14140 | Threat: MEDIUM | India, Mumbai, Amazon Technologies Inc.
2026-05-27 13:14:23 | ALERT | Attack Type: None | IP: 3.160.196.60 | Port: 1585 | Threat: MEDIUM | France, Marseille, Amazon.com, Inc.
2026-05-27 13:14:25 | ALERT | Attack Type: None | IP: 18.141.250.26 | Port: 5795 | Threat: MEDIUM | Singapore, Singapore, Amazon.com, Inc.
2026-05-27 13:14:28 | ALERT | Attack Type: None | IP: 66.117.22.113 | Port: 10042 | Threat: MEDIUM | Germany, Frankfurt am Main, Amazon.com, Inc.
2026-05-27 13:14:31 | ALERT | Attack Type: PORT SCANNING | IP: 208.95.112.1 | Port: 8833 | Threat: HIGH | United States, Ashburn, Total Uptime Technologies, LLC
2026-05-27 13:15:08 | ALERT | Attack Type: None | IP: 151.101.158.132 | Port: 10006 | Threat: MEDIUM | India, Chennai, Fastly, Inc.
2026-05-27 13:15:11 | ALERT | Attack Type: None | IP: 23.58.24.102 | Port: 4979 | Threat: MEDIUM | India, Chennai, Akamai Technologies, Inc.
2026-05-27 13:15:14 | ALERT | Attack Type: None | IP: 13.238.39.181 | Port: 3478 | Threat: MEDIUM | Australia, Sydney, Amazon Technologies Inc.
2026-05-27 13:15:17 | ALERT | Attack Type: None | IP: 54.73.40.22 | Port: 7891 | Threat: MEDIUM | Ireland, Dublin, Amazon.com, Inc.
2026-05-27 13:15:24 | ALERT | Attack Type: None | IP: 51.8.207.171 | Port: 11422 | Threat: MEDIUM | United States, Boydton, Microsoft Germany
2026-05-27 13:15:31 | ALERT | Attack Type: None | IP: 34.215.132.8 | Port: 8578 | Threat: MEDIUM | United States, Portland, Amazon.com, Inc.
2026-05-27 13:15:34 | ALERT | Attack Type: None | IP: 35.71.131.137 | Port: 8911 | Threat: MEDIUM | Canada, Montreal, Amazon.com, Inc.
2026-05-27 13:15:37 | ALERT | Attack Type: None | IP: 13.213.185.172 | Port: 14884 | Threat: MEDIUM | Singapore, Singapore, Amazon Technologies Inc.
2026-05-27 13:15:41 | ALERT | Attack Type: None | IP: 104.18.27.193 | Port: 12313 | Threat: MEDIUM | Canada, Toronto, Cloudflare, Inc.
2026-05-27 13:15:48 | ALERT | Attack Type: None | IP: 142.251.43.130 | Port: 11577 | Threat: MEDIUM | Thailand, Bangkok, Google LLC
2026-05-27 13:15:51 | ALERT | Attack Type: None | IP: 34.111.113.62 | Port: 10588 | Threat: MEDIUM | United States, Kansas City, Google LLC
2026-05-27 13:15:54 | ALERT | Attack Type: None | IP: 18.141.80.142 | Port: 5728 | Threat: MEDIUM | Singapore, Singapore, Amazon.com, Inc.
2026-05-27 13:15:57 | ALERT | Attack Type: None | IP: 34.98.64.218 | Port: 4421 | Threat: MEDIUM | United States, Kansas City, Google LLC
2026-05-27 13:16:00 | ALERT | Attack Type: None | IP: 18.142.77.202 | Port: 4307 | Threat: MEDIUM | Singapore, Singapore, Amazon Technologies Inc.
2026-05-27 13:16:03 | ALERT | Attack Type: None | IP: 67.199.150.86 | Port: 11809 | Threat: MEDIUM | Singapore, Singapore, PubMatic
2026-05-27 13:16:06 | ALERT | Attack Type: None | IP: 69.173.158.64 | Port: 13163 | Threat: MEDIUM | Singapore, Singapore, The Rubicon Project, Inc.
2026-05-27 13:16:14 | ALERT | Attack Type: None | IP: 35.213.7.90 | Port: 1435 | Threat: MEDIUM | Japan, Tokyo, Google LLC
2026-05-27 13:16:17 | ALERT | Attack Type: None | IP: 15.197.193.217 | Port: 11273 | Threat: MEDIUM | United States, Seattle, Amazon.com, Inc.
2026-05-27 13:16:24 | ALERT | Attack Type: None | IP: 107.178.254.65 | Port: 8789 | Threat: MEDIUM | United States, Kansas City, Google LLC
2026-05-27 13:16:27 | ALERT | Attack Type: None | IP: 52.250.45.119 | Port: 8286 | Threat: MEDIUM | United States, Quincy, Microsoft Corporation
2026-05-27 13:16:30 | ALERT | Attack Type: None | IP: 103.43.91.210 | Port: 7500 | Threat: MEDIUM | Australia, Sydney, AppNexus, Inc
2026-05-27 13:16:32 | ALERT | Attack Type: None | IP: 141.226.224.48 | Port: 14487 | Threat: MEDIUM | United States, Newark, Taboola.com ltd
2026-05-27 13:16:35 | ALERT | Attack Type: None | IP: 34.117.110.211 | Port: 52788 | Threat: MEDIUM | United States, Kansas City, Google LLC
2026-05-27 13:17:16 | ALERT | Attack Type: None | IP: 162.159.153.247 | Port: 60930 | Threat: MEDIUM | Canada, Toronto, Cloudflare, Inc.
2026-05-27 13:21:33 | ALERT | Attack Type: None | IP: 20.190.146.39 | Port: 6862 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-27 13:21:36 | ALERT | Attack Type: None | IP: 20.247.168.158 | Port: 10117 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
2026-05-27 13:26:37 | ALERT | Attack Type: None | IP: 51.116.253.168 | Port: 10877 | Threat: MEDIUM | Germany, Frankfurt am Main, Microsoft Corporation
2026-05-27 13:26:40 | ALERT | Attack Type: None | IP: 40.79.163.155 | Port: 9430 | Threat: MEDIUM | Australia, The Rocks, Microsoft Corporation
2026-05-27 13:27:18 | ALERT | Attack Type: None | IP: 57.154.63.210 | Port: 13579 | Threat: MEDIUM | United States, Phoenix, MICROSOFT
2026-05-27 13:27:24 | ALERT | Attack Type: None | IP: 104.208.16.91 | Port: 13584 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-27 13:27:27 | ALERT | Attack Type: None | IP: 23.61.112.44 | Port: 13589 | Threat: MEDIUM | India, Bengaluru, Akamai Technologies
2026-05-27 13:27:29 | ALERT | Attack Type: None | IP: 72.145.35.117 | Port: 13588 | Threat: MEDIUM | Ireland, Dublin, Microsoft Corporation
2026-05-27 13:27:34 | ALERT | Attack Type: None | IP: 184.28.109.248 | Port: 13602 | Threat: MEDIUM | India, Chennai, Akamai Technologies, Inc.
2026-05-27 13:27:36 | ALERT | Attack Type: None | IP: 72.145.35.98 | Port: 13605 | Threat: MEDIUM | Ireland, Dublin, Microsoft Corporation
2026-05-27 13:27:39 | ALERT | Attack Type: None | IP: 14.102.231.202 | Port: 13596 | Threat: MEDIUM | Singapore, Singapore, Edgevana, Inc.
2026-05-27 13:28:01 | ALERT | Attack Type: None | IP: 184.28.109.178 | Port: 13628 | Threat: MEDIUM | India, Chennai, Akamai Technologies, Inc.
2026-05-27 13:28:15 | ALERT | Attack Type: None | IP: 20.189.173.8 | Port: 13646 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-27 13:28:29 | ALERT | Attack Type: None | IP: 92.223.116.252 | Port: 13650 | Threat: MEDIUM | Singapore, Singapore, G-Core Labs S.A.
2026-05-27 13:29:37 | ALERT | Attack Type: None | IP: 20.42.65.89 | Port: 13661 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-27 13:30:52 | ALERT | Attack Type: None | IP: 40.74.79.222 | Port: 5854 | Threat: MEDIUM | Japan, Osaka, Microsoft Corporation
2026-05-27 13:30:54 | ALERT | Attack Type: None | IP: 13.89.179.10 | Port: 5857 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-27 14:03:30 | ALERT | Attack Type: None | IP: 20.135.4.173 | Port: 5196 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-27 14:03:32 | ALERT | Attack Type: None | IP: 72.154.7.109 | Port: 5197 | Threat: MEDIUM | United States, Quincy, Microsoft Corporation
2026-05-27 14:03:33 | ALERT | Attack Type: None | IP: 20.209.185.33 | Port: 5200 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-27 14:03:35 | ALERT | Attack Type: None | IP: 51.11.192.49 | Port: 5210 | Threat: MEDIUM | France, Paris, Microsoft
2026-05-27 14:03:42 | ALERT | Attack Type: None | IP: 85.210.196.11 | Port: 5214 | Threat: MEDIUM | United Kingdom, City of London, Microsoft Corporation
2026-05-27 14:03:44 | ALERT | Attack Type: None | IP: 23.61.113.62 | Port: 7665 | Threat: MEDIUM | India, Bengaluru, Akamai Technologies
2026-05-27 14:03:46 | ALERT | Attack Type: None | IP: 91.108.23.100 | Port: 6467 | Threat: MEDIUM | Netherlands, Amsterdam, Telegram CDN Network
2026-05-27 14:03:48 | ALERT | Attack Type: None | IP: 52.168.112.66 | Port: 10204 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-27 14:03:49 | ALERT | Attack Type: None | IP: 20.189.173.24 | Port: 11954 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-27 14:03:51 | ALERT | Attack Type: None | IP: 172.64.148.235 | Port: 12578 | Threat: MEDIUM | Canada, Toronto, Cloudflare, Inc.
2026-05-27 14:03:58 | ALERT | Attack Type: None | IP: 14.102.231.205 | Port: 12586 | Threat: MEDIUM | Singapore, Singapore, Edgevana, Inc.
2026-05-27 14:04:00 | ALERT | Attack Type: None | IP: 72.145.35.112 | Port: 12597 | Threat: MEDIUM | Ireland, Dublin, Microsoft Corporation
2026-05-27 14:04:02 | ALERT | Attack Type: None | IP: 72.145.35.101 | Port: 12605 | Threat: MEDIUM | Ireland, Dublin, Microsoft Corporation
2026-05-27 14:04:04 | ALERT | Attack Type: None | IP: 23.61.113.175 | Port: 4365 | Threat: MEDIUM | India, Bengaluru, Akamai Technologies
2026-05-27 14:06:45 | ALERT | Attack Type: None | IP: 40.79.167.9 | Port: 7407 | Threat: MEDIUM | Australia, The Rocks, Microsoft Corporation
2026-05-27 14:08:47 | ALERT | Attack Type: None | IP: 4.145.11.36 | Port: 4415 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
2026-05-27 14:08:49 | ALERT | Attack Type: None | IP: 18.161.246.7 | Port: 4418 | Threat: MEDIUM | United States, Seattle, Amazon.com, Inc.
2026-05-27 14:09:29 | ALERT | Attack Type: None | IP: 40.79.150.122 | Port: 4429 | Threat: MEDIUM | France, Paris, Microsoft Corporation
2026-05-27 14:09:32 | ALERT | Attack Type: None | IP: 4.247.188.233 | Port: 4431 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-27 14:10:08 | ALERT | Attack Type: None | IP: 135.233.45.223 | Port: 4435 | Threat: MEDIUM | United States, Des Moines, MICROSOFT
2026-05-27 14:11:08 | ALERT | Attack Type: None | IP: 172.178.240.161 | Port: 2835 | Threat: MEDIUM | United States, San Francisco, Microsoft
2026-05-27 14:12:31 | ALERT | Attack Type: None | IP: 20.42.73.25 | Port: 6262 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-27 14:26:51 | ALERT | Attack Type: None | IP: 50.17.0.172 | Port: 12580 | Threat: MEDIUM | United States, Ashburn, Amazon.com
2026-05-27 14:26:54 | ALERT | Attack Type: None | IP: 20.50.73.9 | Port: 13587 | Threat: MEDIUM | Ireland, Dublin, Microsoft Corporation
2026-05-27 14:27:12 | ALERT | Attack Type: None | IP: 142.250.182.66 | Port: 50671 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-27 14:28:32 | ALERT | Attack Type: None | IP: 20.42.73.26 | Port: 1034 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-27 14:29:09 | ALERT | Attack Type: None | IP: 20.42.65.90 | Port: 13963 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-27 14:31:35 | ALERT | Attack Type: None | IP: 13.89.179.9 | Port: 10459 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-27 14:33:33 | ALERT | Attack Type: None | IP: 104.208.16.88 | Port: 5724 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-27 14:34:20 | ALERT | Attack Type: None | IP: 172.215.188.232 | Port: 2256 | Threat: MEDIUM | United States, San Antonio, Microsoft Corporation
2026-05-27 14:44:08 | ALERT | Attack Type: None | IP: 20.189.173.14 | Port: 7563 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-27 14:45:44 | ALERT | Attack Type: None | IP: 20.50.73.12 | Port: 6912 | Threat: MEDIUM | Ireland, Dublin, Microsoft Corporation
2026-05-27 14:46:46 | ALERT | Attack Type: None | IP: 40.84.97.4 | Port: 9098 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-27 14:50:49 | ALERT | Attack Type: None | IP: 149.154.167.43 | Port: 10603 | Threat: MEDIUM | Netherlands, Amsterdam, Telegram Messenger Amsterdam Network
2026-05-27 14:52:06 | ALERT | Attack Type: None | IP: 52.88.181.190 | Port: 6802 | Threat: MEDIUM | United States, Portland, Amazon.com, Inc.
2026-05-27 14:57:08 | ALERT | Attack Type: None | IP: 20.189.173.17 | Port: 13971 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-27 15:01:03 | ALERT | Attack Type: None | IP: 13.216.205.223 | Port: 3558 | Threat: MEDIUM | United States, Ashburn, Amazon.com, Inc.
2026-05-27 15:03:33 | ALERT | Attack Type: None | IP: 135.237.220.44 | Port: 3798 | Threat: MEDIUM | United States, Boydton, MICROSOFT
2026-05-27 15:03:41 | ALERT | Attack Type: None | IP: 20.60.237.161 | Port: 3800 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-27 15:04:10 | ALERT | Attack Type: None | IP: 40.79.189.58 | Port: 14731 | Threat: MEDIUM | Japan, Tokyo, Microsoft Corporation
2026-05-27 15:11:50 | ALERT | Attack Type: None | IP: 20.42.65.91 | Port: 2939 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-27 15:12:36 | ALERT | Attack Type: None | IP: 172.215.188.225 | Port: 12757 | Threat: MEDIUM | United States, San Antonio, Microsoft Corporation
2026-05-27 15:15:00 | ALERT | Attack Type: None | IP: 52.168.117.169 | Port: 13691 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-27 15:26:26 | ALERT | Attack Type: None | IP: 52.178.17.2 | Port: 13444 | Threat: MEDIUM | Netherlands, Amsterdam, Microsoft Corporation
2026-05-27 15:29:09 | ALERT | Attack Type: None | IP: 51.11.192.51 | Port: 12348 | Threat: MEDIUM | France, Paris, Microsoft
2026-05-27 15:29:12 | ALERT | Attack Type: None | IP: 20.44.10.122 | Port: 2400 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-27 15:33:33 | ALERT | Attack Type: None | IP: 13.69.239.68 | Port: 13320 | Threat: MEDIUM | Ireland, Dublin, Microsoft Corporation
2026-05-27 15:35:06 | ALERT | Attack Type: None | IP: 40.126.18.33 | Port: 7022 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-27 15:35:36 | ALERT | Attack Type: None | IP: 192.168.1.5 | Port: 443 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-27 15:35:42 | ALERT | Attack Type: DOS / TRAFFIC FLOOD | IP: 13.107.137.11 | Port: 7068 | Threat: CRITICAL | United States, Redmond, Microsoft Corporation
2026-05-27 15:35:45 | ALERT | Attack Type: None | IP: 52.105.231.39 | Port: 7069 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
2026-05-27 15:38:42 | ALERT | Attack Type: None | IP: 13.89.179.13 | Port: 8902 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-27 15:38:47 | ALERT | Attack Type: None | IP: 40.126.18.33 | Port: 6923 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-27 15:38:50 | ALERT | Attack Type: None | IP: 172.188.155.25 | Port: 7146 | Threat: MEDIUM | Singapore, Singapore, Microsoft
2026-05-27 15:39:00 | ALERT | Attack Type: None | IP: 52.178.17.2 | Port: 13233 | Threat: MEDIUM | Netherlands, Amsterdam, Microsoft Corporation
2026-05-27 15:40:05 | ALERT | Attack Type: None | IP: 34.117.110.211 | Port: 57183 | Threat: MEDIUM | United States, Kansas City, Google LLC
2026-05-27 15:40:08 | ALERT | Attack Type: None | IP: 162.159.153.247 | Port: 60447 | Threat: MEDIUM | Canada, Toronto, Cloudflare, Inc.
2026-05-27 15:40:11 | ALERT | Attack Type: None | IP: 52.88.181.190 | Port: 12799 | Threat: MEDIUM | United States, Portland, Amazon.com, Inc.
2026-05-27 15:40:13 | ALERT | Attack Type: None | IP: 50.17.0.172 | Port: 9921 | Threat: MEDIUM | United States, Ashburn, Amazon.com
2026-05-27 18:24:04 | ALERT | Attack Type: None | IP: 20.189.173.12 | Port: 1887 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-27 18:24:06 | ALERT | Attack Type: None | IP: 192.168.1.2 | Port: 443 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-27 18:24:08 | ALERT | Attack Type: None | IP: 4.145.11.36 | Port: 3312 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
2026-05-27 18:24:10 | ALERT | Attack Type: None | IP: 13.107.137.11 | Port: 3787 | Threat: MEDIUM | United States, Redmond, Microsoft Corporation
2026-05-27 18:24:12 | ALERT | Attack Type: None | IP: 18.161.246.13 | Port: 3793 | Threat: MEDIUM | United States, Seattle, Amazon.com, Inc.
2026-05-27 18:24:17 | ALERT | Attack Type: None | IP: 20.50.201.201 | Port: 13457 | Threat: MEDIUM | Netherlands, Amsterdam, Microsoft Corporation
2026-05-27 18:24:23 | ALERT | Attack Type: None | IP: 52.105.231.39 | Port: 13461 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
2026-05-27 18:24:46 | ALERT | Attack Type: None | IP: 4.247.188.224 | Port: 9313 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-27 18:24:49 | ALERT | Attack Type: None | IP: 20.190.145.142 | Port: 5085 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-27 18:24:51 | ALERT | Attack Type: PORT SCANNING | IP: 208.95.112.1 | Port: 5087 | Threat: HIGH | United States, Ashburn, Total Uptime Technologies, LLC
2026-05-27 18:24:53 | ALERT | Attack Type: None | IP: 18.161.229.61 | Port: 9102 | Threat: MEDIUM | United States, Seattle, Amazon.com, Inc.
2026-05-27 18:24:55 | ALERT | Attack Type: None | IP: 20.42.65.88 | Port: 10289 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-27 18:24:57 | ALERT | Attack Type: None | IP: 204.79.197.203 | Port: 13509 | Threat: MEDIUM | Canada, Montreal, Microsoft Corporation
2026-05-27 18:25:01 | ALERT | Attack Type: None | IP: 52.168.117.171 | Port: 10096 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-27 18:25:26 | ALERT | Attack Type: None | IP: 50.17.0.172 | Port: 6623 | Threat: MEDIUM | United States, Ashburn, Amazon.com
2026-05-27 18:25:47 | ALERT | Attack Type: None | IP: 23.208.177.219 | Port: 6627 | Threat: MEDIUM | India, Mumbai, Bharti Airtel Limited
2026-05-27 18:25:49 | ALERT | Attack Type: None | IP: 23.208.178.54 | Port: 6628 | Threat: MEDIUM | India, Mumbai, Bharti Airtel Limited
2026-05-27 18:25:51 | ALERT | Attack Type: None | IP: 14.102.231.208 | Port: 6631 | Threat: MEDIUM | Singapore, Singapore, Edgevana, Inc.
2026-05-27 18:25:54 | ALERT | Attack Type: None | IP: 20.189.173.23 | Port: 6633 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-27 18:26:08 | ALERT | Attack Type: None | IP: 151.101.156.176 | Port: 9571 | Threat: MEDIUM | India, Chennai, Fastly, Inc.
2026-05-27 18:26:16 | ALERT | Attack Type: None | IP: 13.228.224.121 | Port: 5446 | Threat: MEDIUM | Singapore, Singapore, Amazon Technologies Inc.
2026-05-27 18:26:19 | ALERT | Attack Type: None | IP: 13.228.40.76 | Port: 8398 | Threat: MEDIUM | Singapore, Singapore, Amazon Technologies Inc.
2026-05-27 18:26:21 | ALERT | Attack Type: None | IP: 104.19.230.21 | Port: 51797 | Threat: MEDIUM | Canada, Toronto, Cloudflare, Inc.
2026-05-27 18:26:23 | ALERT | Attack Type: None | IP: 104.19.229.21 | Port: 63478 | Threat: MEDIUM | Canada, Toronto, Cloudflare, Inc.
2026-05-27 18:26:29 | ALERT | Attack Type: None | IP: 20.189.173.16 | Port: 3598 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-27 18:26:31 | ALERT | Attack Type: None | IP: 52.168.117.174 | Port: 3599 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-27 18:26:44 | ALERT | Attack Type: None | IP: 54.187.119.242 | Port: 12014 | Threat: MEDIUM | United States, Portland, Amazon.com, Inc.
2026-05-27 18:27:52 | ALERT | Attack Type: None | IP: 198.137.150.231 | Port: 2156 | Threat: MEDIUM | United States, San Francisco, Amazon.com, Inc.
2026-05-27 18:27:55 | ALERT | Attack Type: None | IP: 198.202.176.111 | Port: 12814 | Threat: MEDIUM | United States, San Francisco, Amazon.com, Inc.
2026-05-27 18:28:19 | ALERT | Attack Type: None | IP: 20.42.72.131 | Port: 12820 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-27 18:28:35 | ALERT | Attack Type: PORT SCANNING | IP: 23.192.97.251 | Port: 12833 | Threat: HIGH | India, Pune, Bharti Airtel Limited
2026-05-27 18:28:37 | ALERT | Attack Type: None | IP: 23.192.97.175 | Port: 12826 | Threat: MEDIUM | India, Pune, Bharti Airtel Limited
2026-05-27 18:28:38 | ALERT | Attack Type: None | IP: 72.154.7.101 | Port: 12848 | Threat: MEDIUM | United States, Quincy, Microsoft Corporation
